comment_id,message,feeling_neg,plu_pro,sin_pro,word_count,char_count,allcaps_c,emoji_count,pos_emoji_c,neu_emoji_c,neg_emoji_c
ct_169,@TimLM Cherry Blossom Girl,,0,0,0,0,0,0,0,0,0
ct_171,:person-turqouise-waving::person-turqouise-waving::person-turqouise-waving:,,0,0,0,0,0,0,0,0,0
ct_174,CHICAS,,0,0,0,0,0,0,0,0,0
ct_176,sexy boy is fantastic,,0,0,0,0,0,0,0,0,0
ct_177,I loved seeing them live in Paradiso 1998,,0,0,0,0,0,0,0,0,0
ct_178,A great one I agree !,,0,0,0,0,0,0,0,0,0
ct_179,People in the city,,0,0,0,0,0,0,0,0,0
ct_180,sexy air,,0,0,0,0,0,0,0,0,0
ct_182,love this one too,,0,0,0,0,0,0,0,0,0
ct_183,I GAVE IT ALL IT GOT,,0,0,0,0,0,0,0,0,0
ct_184,!!!!!!!!!!,,0,0,0,0,0,0,0,0,0
ct_185,All I Need is Air concert :D,,0,0,0,0,0,0,0,0,0
ct_186,BUT I NEVER FORGOT,,0,0,0,0,0,0,0,0,0
ct_187,Waiting For MEXICO !!!!,,0,0,0,0,0,0,0,0,0
ct_188,all album is gold,,0,0,0,0,0,0,0,0,0
ct_189,All i need right now.... air....,,0,0,0,0,0,0,0,0,0
ct_190,All I need. The chills the goosebumps,,0,0,0,0,0,0,0,0,0
ct_191,What a beautiful arrangements,,0,0,0,0,0,0,0,0,0
ct_197,Cool live version ,,0,0,0,0,0,0,0,0,0
ct_198,all I need ...is air,,0,0,0,0,0,0,0,0,0
ct_199,All I need with a 2024 remix,,0,0,0,0,0,0,0,0,0
ct_200,:eyes-pink-heart-shape: ahuuuahhh,,0,0,0,0,0,0,0,0,0
ct_201,best of the best,,0,0,0,0,0,0,0,0,0
ct_205,Thanks so much for this ARTE!:sparkling_heart:,,0,0,0,0,0,0,0,0,0
ct_206,love is in the Air,,0,0,0,0,0,0,0,0,0
ct_208,Those synths the reverb. ,,0,0,0,0,0,0,0,0,0
ct_212,very mellow track :),,0,0,0,0,0,0,0,0,0
ct_213,such great energy and hope this album expresses on each track - masterpiece album,,0,0,0,0,0,0,0,0,0
ct_216,Great live version of All I Need ,,0,0,0,0,0,0,0,0,0
ct_217,"What a legendary album ! So happy to hear it again, and again, and again.... and now, too !",,0,0,0,0,0,0,0,0,0
ct_218,SO JAZZ WHITE PEOPLE WILL CALL THE COPS,,0,0,0,0,0,0,0,0,0
ct_223,the doors stuff,,0,0,0,0,0,0,0,0,0
ct_225,great 90s,,0,0,0,0,0,0,0,0,0
ct_226,ROAD A HORSE THROUGH HEAVEN,,0,0,0,0,0,0,0,0,0
ct_228,:smiling_face_with_sunglasses::smiling_face_with_sunglasses::crying_face::smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses:,,0,0,0,0,0,0,0,0,0
ct_231,ROAD SURE SHE WAS NOT A COW,,0,0,0,0,0,0,0,0,0
ct_232,:red_heart::red_heart::red_heart::red_heart::red_heart:,,0,0,0,0,0,0,0,0,0
ct_234,riders on the moon,,0,0,0,0,0,0,0,0,0
ct_235,CAUSE IM MEAT FREE,,0,0,0,0,0,0,0,0,0
ct_237,CHICKEN FISH AND PUSSY IS ALL I EAT ,,0,0,0,0,0,0,0,0,0
ct_240,Air not had studio album for what 12 years now,,0,0,0,0,0,0,0,0,0
ct_243,Another era,,0,0,0,0,0,0,0,0,0
ct_245,excellent version of All I Need,,0,0,0,0,0,0,0,0,0
ct_249,Nice:thumbs_up::thumbs_up:,,0,0,0,0,0,0,0,0,0
ct_255,styx COM MR ROBOTO,,0,0,0,0,0,0,0,0,0
ct_258,the ,,0,0,0,0,0,0,0,0,0
ct_261,Noce!,,0,0,0,0,0,0,0,0,0
ct_262,the stars,,0,0,0,0,0,0,0,0,0
ct_263,"20 years, oh bro",,0,0,0,0,0,0,0,0,0
ct_265,EVER TRACK IS A REPEAT OF A 4 X 4 SCALE SINCE 1775,X,0,0,0,0,0,0,0,0,0
ct_277,"Time machine, 24 years back, with this song.",,0,0,0,0,0,0,0,0,0
ct_279,:blue_circle::white_circle::red_circle:,,0,0,0,0,0,0,0,0,0
ct_280,I love this album,,0,0,0,0,0,0,0,0,0
ct_282,:red_heart:,,0,0,0,0,0,0,0,0,0
ct_283,:shooting_star::shooting_star::shooting_star::glowing_star:,,0,0,0,0,0,0,0,0,0
ct_285,Goods albums,,0,0,0,0,0,0,0,0,0
ct_286, THE ORIGINAL BATMAN ,,0,0,0,0,0,0,0,0,0
ct_288,i love this guays,,0,0,0,0,0,0,0,0,0
ct_291,Very cool,,0,0,0,0,0,0,0,0,0
ct_293,One of the best album in the world :red_heart:,,0,0,0,0,0,0,0,0,0
ct_296,TOP NOTCH @shon ryder ,,0,0,0,0,0,0,0,0,0
ct_298,This was such an important release ,,0,0,0,0,0,0,0,0,0
ct_300,Cool :face-red-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_302,"@Headsknow yeah, I was going to give up on music with all that depressing grunge and then this album came out",,0,0,0,0,0,0,0,0,0
ct_303,:face-red-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_304,oush this one...,,0,0,0,0,0,0,0,0,0
ct_305,I REMEMBER ENJOYING LIFE before everyone had a Camara,X,0,0,0,0,0,0,0,0,0
ct_306,Very soon @HIPNOSIS FESTIVAL MEXICO,,0,0,0,0,0,0,0,0,0
ct_307,"I was there this night, amazing",,0,0,0,0,0,0,0,0,0
ct_309,piss off i phone camara man,X,0,0,0,0,0,0,0,0,0
ct_310,@Frank Zappa how? It's live! go back to the concert!!,,0,0,0,0,0,0,0,0,0
ct_312,AIR London 2004 still remember:),,0,0,0,0,0,0,0,0,0
ct_316,:eyes-pink-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_317,:bow_and_arrow::balloon:,,0,0,0,0,0,0,0,0,0
ct_324,Over a month from today and I will see this in Austin TX,,0,0,0,0,0,0,0,0,0
ct_326,i'm in tears !! so amazing <3,,0,0,0,0,0,0,0,0,0
ct_327,:shelterin::chillwcat::planet-orange-purple-ring::planet-orange-purple-ring::planet-orange-purple-ring:,,0,0,0,0,0,0,0,0,0
ct_328,:hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:,,0,0,0,0,0,0,0,0,0
ct_329,in five seconds ur gong to press record ,,0,0,0,0,0,0,0,0,0
ct_331,R ur ready,,0,0,0,0,0,0,0,0,0
ct_332,:place_of_worship:,,0,0,0,0,0,0,0,0,0
ct_334,@Erick Landaburu They are playing the whole album as far as I know. ,,0,0,0,0,0,0,0,0,0
ct_335,"If Air ever comes to Chile, I'll be the first in the line to buy a ticket :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:",,0,0,0,0,0,0,0,0,0
ct_336,Talisman:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_340,"I know this album by heart. My dad used to listen to it so often, I have really precious memories of my childhood and family with this as a soundtrack :red_heart:",,0,0,0,0,0,0,0,0,0
ct_344,They played the whole album @Erick Landaburu ,,0,0,0,0,0,0,0,0,0
ct_345,@Cyrana My favourite sunday morning record,,0,0,0,0,0,0,0,0,0
ct_346,chicas front rrow,,0,0,0,0,0,0,0,0,0
ct_349,:face-fuchsia-tongue-out:,,0,0,0,0,0,0,0,0,0
ct_350,:clapping_hands:,,0,0,0,0,0,0,0,0,0
ct_351,My 80's childness,,0,0,0,0,0,0,0,0,0
ct_353,@Leesmap Man such a brilliant track !,,0,0,0,0,0,0,0,0,0
ct_354,so beautiful,,0,0,0,0,0,0,0,0,0
ct_356,:rolling_on_the_floor_laughing:,,0,0,0,0,0,0,0,0,0
ct_357,thanks so much for broadcasting this ,,0,0,0,0,0,0,0,0,0
ct_359,The best album for a warm summer's evening in the countryside or by the sea.,,0,0,0,0,0,0,0,0,0
ct_361,omagad THANK YOU ARTE for this !,,0,0,0,0,0,0,0,0,0
ct_362,@leesmap man this album changed the way I listened to music truly,,0,0,0,0,0,0,0,0,0
ct_363,REMEMBER my youth :green_heart:,,0,0,0,0,0,0,0,0,0
ct_364,Universe,,0,0,0,0,0,0,0,0,0
ct_365,@Erick Landaburu It is the 8th song ... in a minute!,,0,0,0,0,0,0,0,0,0
ct_366,this bass ooof,,0,0,0,0,0,0,0,0,0
ct_368,production is unreal,,0,0,0,0,0,0,0,0,0
ct_369,Amazing! :black_heart::black_heart::black_heart:,,0,0,0,0,0,0,0,0,0
ct_370,I love you AIR :black_heart::black_heart::black_heart:,,0,0,0,0,0,0,0,0,0
ct_375,Well this takes me back,,0,0,0,0,0,0,0,0,0
ct_376,DONT FORGET ABOUT YOUR HEART TONIGHT,,0,0,0,0,0,0,0,0,0
ct_379,the audio sounds amazing,,0,0,0,0,0,0,0,0,0
ct_380,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,,0,0,0,0,0,0,0,0,0
ct_385,FORGET ABOUT UR HEART,,0,0,0,0,0,0,0,0,0
ct_388,Just opened and this awesome concert appeard! Thank you algorithm and ARTE concert! :red_heart::red_heart:,,0,0,0,0,0,0,0,0,0
ct_389,not quite the same without beth orton,,0,0,0,0,0,0,0,0,0
ct_390,NEED THIS right now :green_heart:,,0,0,0,0,0,0,0,0,0
ct_391,air look more than a duo,,0,0,0,0,0,0,0,0,0
ct_392,:eyes-pink-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_393,"My TV harmaKardon is satured, but it's so nice",,0,0,0,0,0,0,0,0,0
ct_395,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,,0,0,0,0,0,0,0,0,0
ct_397,:smiling_face_with_hearts::face_holding_back_tears::moon_viewing_ceremony::monkey:,,0,0,0,0,0,0,0,0,0
ct_398,:red_heart:,,0,0,0,0,0,0,0,0,0
ct_400,:face-fuchsia-wide-eyes:,,0,0,0,0,0,0,0,0,0
ct_401,The visuals,,0,0,0,0,0,0,0,0,0
ct_404,:purple_heart::purple_heart::purple_heart::blue_heart::purple_heart::purple_heart::purple_heart:,,0,0,0,0,0,0,0,0,0
ct_405,hermoso,,0,0,0,0,0,0,0,0,0
ct_407,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_408,Love the glockenspiel!,,0,0,0,0,0,0,0,0,0
ct_409,:red_heart:,,0,0,0,0,0,0,0,0,0
ct_410,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,,0,0,0,0,0,0,0,0,0
ct_411,fifty shades of white :white_heart:,,0,0,0,0,0,0,0,0,0
ct_412,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: wow i loved,,0,0,0,0,0,0,0,0,0
ct_413,:smiling_face_with_hearts:,,0,0,0,0,0,0,0,0,0
ct_419,:popcorn-yellow-striped-smile:,,0,0,0,0,0,0,0,0,0
ct_420,Merci ARTE :heart_hands:,,0,0,0,0,0,0,0,0,0
ct_423,:smiling_face_with_sunglasses::fire::rocket:,,0,0,0,0,0,0,0,0,0
ct_424,"""Don't be live.."" (VirginSuicide)",,0,0,0,0,0,0,0,0,0
ct_427,but when i wake up. black friday let me PAY ,,0,0,0,0,0,0,0,0,0
ct_431,:blue_heart::white_heart::heart_suit:Everybody's talkin' at meI don't hear a word they're sayin'...lalala,,0,0,0,0,0,0,0,0,0
ct_434,:ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart:,,0,0,0,0,0,0,0,0,0
ct_435,@Headsknow That's a great name!,,0,0,0,0,0,0,0,0,0
ct_437,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_438,"VAMOS SUGA NO METH NO COCAINE, NOT STUPID SHIT IN UR BODY JUST #LOVE UFC306",,0,0,0,0,0,0,0,0,0
ct_439,:winking_face:Morricon,,0,0,0,0,0,0,0,0,0
ct_441,:hundred_points:,,0,0,0,0,0,0,0,0,0
ct_443,I was a AIR fan since the beginning and now my daughter love AIR too.,,0,0,0,0,0,0,0,0,0
ct_444,:clinking_glasses::hands-yellow-heart-red:,,0,0,0,0,0,0,0,0,0
ct_448,@RetroSound they are timeless and this album even more,,0,0,0,0,0,0,0,0,0
ct_449,"best way to stay off drugs, Latins",,0,0,0,0,0,0,0,0,0
ct_450,:anatomical_heart::anatomical_heart::anatomical_heart:,,0,0,0,0,0,0,0,0,0
ct_454,Are you here that guy from Brazil who took a photo of us with AIR at London Royal Festival Hall backstage on 2004?,,0,0,0,0,0,0,0,0,0
ct_455,my fave album performed beautifully live ,,0,0,0,0,0,0,0,0,0
ct_458,Ce Matin La @Steffi Whelan ,,0,0,0,0,0,0,0,0,0
ct_459,:hands-yellow-heart-red:,,0,0,0,0,0,0,0,0,0
ct_460,:sign_of_the_horns::sign_of_the_horns:,,0,0,0,0,0,0,0,0,0
ct_461,Baby Blue ?,,0,0,0,0,0,0,0,0,0
ct_463,Thanks!! ,,0,0,0,0,0,0,0,0,0
ct_464,such great performance the way they make even more unique each track from album,,0,0,0,0,0,0,0,0,0
ct_465,two tracks to go and then what...more songs?,,0,0,0,0,0,0,0,0,0
ct_469,:face-orange-tv-shape:,,0,0,0,0,0,0,0,0,0
ct_470,A best of i think @Doughnut Doney ,,0,0,0,0,0,0,0,0,0
ct_471,"grab her hand and say hi,,, dance with her, hug her, love her and no matter never nver forget HER",,0,0,0,0,0,0,0,0,0
ct_472,Visuals are absolutely stunning :star_struck: ,,0,0,0,0,0,0,0,0,0
ct_474,@Doughnut Doney There is a part two with various of their best numbers then 2 number encore,,0,0,0,0,0,0,0,0,0
ct_475,:face-blue-wide-eyes:,,0,0,0,0,0,0,0,0,0
ct_476,love love this tune,,0,0,0,0,0,0,0,0,0
ct_477,:blue_heart::blue_heart::blue_heart:,,0,0,0,0,0,0,0,0,0
ct_478,ahh Cherry B Girl might be played then,,0,0,0,0,0,0,0,0,0
ct_486,:shooting_star::shooting_star::shooting_star::shooting_star::shooting_star::shooting_star:,,0,0,0,0,0,0,0,0,0
ct_487,I was in the RAH that night..totally spellbound by it :),,0,0,0,0,0,0,0,0,0
ct_489,some Richard Wrigth here,,0,0,0,0,0,0,0,0,0
ct_490,:face-fuchsia-wide-eyes:,,0,0,0,0,0,0,0,0,0
ct_492,:musical_keyboard: :musical_keyboard: :musical_keyboard: :sparkles:,,0,0,0,0,0,0,0,0,0
ct_494,26 years and still so vanguard Masters,,0,0,0,0,0,0,0,0,0
ct_496,reminders of the past,,0,0,0,0,0,0,0,0,0
ct_498,:thumbs_up::thumbs_up::thumbs_up:,,0,0,0,0,0,0,0,0,0
ct_499,Moo Safari - the last great album ,,0,0,0,0,0,0,0,0,0
ct_500,flash back,,0,0,0,0,0,0,0,0,0
ct_503,:sparkling_heart::sparkling_heart::sparkling_heart:,,0,0,0,0,0,0,0,0,0
ct_504,@ARTE Concert :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_508,Is this recording from the 30/5 or 31/5 ?? @ARTE Concert,,0,0,0,0,0,0,0,0,0
ct_511,can someone translate to english what ARTE said please ,,0,0,0,0,0,0,0,0,0
ct_512,Amazing :smiling_face_with_heart_eyes:,,0,0,0,0,0,0,0,0,0
ct_517,Thank you ,,0,0,0,0,0,0,0,0,0
ct_520,:fireworks::fireworks::fireworks:,,0,0,0,0,0,0,0,0,0
ct_523,@popcorntommy VOD will keep here for you to listen further,,0,0,0,0,0,0,0,0,0
ct_524,This is so cosmic. As if our planet is emitting this music into the galaxy. Incredible :red_heart:,,0,0,0,0,0,0,0,0,0
ct_526,This is pure bliss,,0,0,0,0,0,0,0,0,0
ct_529,this one OOOOF,,0,0,0,0,0,0,0,0,0
ct_530,@ f c,,0,0,0,0,0,0,0,0,0
ct_532,this is the one 4me :dashing_away::dashing_away:,,0,0,0,0,0,0,0,0,0
ct_533,This is my absolute fav :red_heart:,,0,0,0,0,0,0,0,0,0
ct_536,:red_heart:,,0,0,0,0,0,0,0,0,0
ct_538,:smiling_face_with_smiling_eyes:,,0,0,0,0,0,0,0,0,0
ct_539,thanks so much arte :folded_hands:,,0,0,0,0,0,0,0,0,0
ct_540,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,,0,0,0,0,0,0,0,0,0
ct_541,:thanksdoc:,,0,0,0,0,0,0,0,0,0
ct_543,Daft punk stole everything from Air,,0,0,0,0,0,0,0,0,0
ct_545,Love this so much. ,,0,0,0,0,0,0,0,0,0
ct_546,Radian is the next song (says the setlist) @Headsknow ,,0,0,0,0,0,0,0,0,0
ct_548,Pure Joy!:sparkling_heart::victory_hand:,,0,0,0,0,0,0,0,0,0
ct_549,"I was there the day before, on 30/5. A dream come true to see this live :sparkles::red_heart:",,0,0,0,0,0,0,0,0,0
ct_551,Austin TX awaits 🙌🏽,,0,0,0,0,0,0,0,0,0
ct_552,:tulip::tulip::rose::rose::sunflower::cherry_blossom::white_flower::rosette:,,0,0,0,0,0,0,0,0,0
ct_553,I'm traveling far far away right now...:shooting_star:,,0,0,0,0,0,0,0,0,0
ct_554,one of the best concerts I ever visited,,0,0,0,0,0,0,0,0,0
ct_555,TOM OR MATTIE who reps 0161 MOST,,0,0,0,0,0,0,0,0,0
ct_556,So selection of songs after this album end song then?,,0,0,0,0,0,0,0,0,0
ct_562,👏🏻👏🏻,,0,0,0,0,0,0,0,0,0
ct_572,another please!!! T.T,,0,0,0,0,0,0,0,0,0
ct_577,:shooting_star::shooting_star:,,0,0,0,0,0,0,0,0,0
ct_579,:glowing_star:,,0,0,0,0,0,0,0,0,0
ct_582,@Doughnut Doney Yes 9 more songs,,0,0,0,0,0,0,0,0,0
ct_583,well there is radian,,0,0,0,0,0,0,0,0,0
ct_586,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,,0,0,0,0,0,0,0,0,0
ct_591,I'm happy for you @Headsknow ,,0,0,0,0,0,0,0,0,0
ct_594,Thanks ,,0,0,0,0,0,0,0,0,0
ct_595,:face_savoring_food:,,0,0,0,0,0,0,0,0,0
ct_597,:musical_score::banjo::musical_keyboard:,,0,0,0,0,0,0,0,0,0
ct_599,@Headsknow me too since the first track ,,0,0,0,0,0,0,0,0,0
ct_600,MUAY THAI AND MUY LOCO,,0,0,0,0,0,0,0,0,0
ct_601,Mellotron flute :heart_with_ribbon:,,0,0,0,0,0,0,0,0,0
ct_603,"plz say ""Cherry Blossom Girl"" was one of the 9 other tracks?",,0,0,0,0,0,0,0,0,0
ct_604,:full_moon::waning_gibbous_moon::last_quarter_moon::waning_crescent_moon::new_moon:,,0,0,0,0,0,0,0,0,0
ct_605,Venus Cherry Blossom Girl Run Highschool Lover Surfing on a Rocket Don't Be Light ...,,0,0,0,0,0,0,0,0,0
ct_606,yes it is,,0,0,0,0,0,0,0,0,0
ct_607,it's coming...,,0,0,0,0,0,0,0,0,0
ct_608,great selection of other songs,,0,0,0,0,0,0,0,0,0
ct_609,great its on,,0,0,0,0,0,0,0,0,0
ct_610,:blue_heart::white_heart::heart_suit:,,0,0,0,0,0,0,0,0,0
ct_612,sexy cowboy,,0,0,0,0,0,0,0,0,0
ct_613,👏🏻👏🏻👏🏻,,0,0,0,0,0,0,0,0,0
ct_616,oush this one,,0,0,0,0,0,0,0,0,0
ct_618,WAKE UP TODAY WITH A HEART IN MY HAND,,0,0,0,0,0,0,0,0,0
ct_619,uuuuuiii:red_heart::red_heart::red_heart::red_heart:,,0,0,0,0,0,0,0,0,0
ct_620,"Yeah, the next song is Cherry Blossom Girl ",,0,0,0,0,0,0,0,0,0
ct_621,Then Alone in Kyoto and Electronic Performers encore,,0,0,0,0,0,0,0,0,0
ct_624,AIR is comming to chile on novemebr CTMMMMMMMMMMMMMMM,,0,0,0,0,0,0,0,0,0
ct_627,:glowing_star: :glowing_star: :glowing_star:,,0,0,0,0,0,0,0,0,0
ct_628,WHEN UR UPSET I WILL HUG YOU LIKE A LIFE JACKET IN THE OCEAN OF HATE,,0,0,0,0,0,0,0,0,0
ct_629,:eyes-pink-heart-shape:,,0,0,0,0,0,0,0,0,0
ct_630,Si!!! vienen al Fauna primavera :red_heart::red_heart:,,0,0,0,0,0,0,0,0,0
ct_633,BUT IF U NEED HELP,,0,0,0,0,0,0,0,0,0
