comment_id;concert_id;username;message;feeling_pos;feeling_neg;music_ref;external_ref;phys_react_intentional;phys_react_unintentional
ct_152;air_ct_74;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_153;air_ct_75;Martial Génial;Around the world;;;;;;
ct_155;air_ct_76;Leesmap Man;"Also love the b-side of Sexy Boy ""Jeanne"", with the late Francoise Hardy";X;;x;;;
ct_156;air_ct_77;Spoofle;Kelly, Watch the Stars!;;;X;X;;
ct_157;air_ct_78;filtav;@ARTE Concert la femme d'argent already played at first :D;;;;;;
ct_158;air_ct_79;János;AIR is timeless:musical_note::musical_score:;;;;X;;
ct_159;air_ct_80;Juan;@ARTE Concert Ce Matin La;;;;;;
ct_160;air_ct_81;Doughnut Doney;My fav track by them is sadly not on this album :(;;X;x;X;;
ct_163;air_ct_82;filtav;thx for streaming this premiere!! @ARTE Concert :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_164;air_ct_83;TimLM;Which one is it Doughnut Doney ?;;;;;;
ct_165;air_ct_84;Tyler Woolstenhulme;Stoked I was able to catch this!;X;;;;;
ct_169;air_ct_85;Doughnut Doney;@TimLM Cherry Blossom Girl;;;x;;;
ct_171;air_ct_86;Romeo CHARLIE;:person-turqouise-waving::person-turqouise-waving::person-turqouise-waving:;X;;;;X;
ct_174;air_ct_87;f c;CHICAS;;;;;;
ct_176;air_ct_88;shon ryder;sexy boy is fantastic;X;;x;;;
ct_177;air_ct_89;Leesmap Man;I loved seeing them live in Paradiso 1998;;;;X;;
ct_178;air_ct_90;TimLM;A great one I agree !;X;;x;;;
ct_179;air_ct_91;Romeo CHARLIE;People in the city;;;x;;;
ct_180;air_ct_92;Bienvenido a los 90 Podcast;sexy air;X;;;;;
ct_182;air_ct_93;filtav;love this one too;X;;x;;;
ct_183;air_ct_94;f c;I GAVE IT ALL IT GOT;;;;;;
ct_184;air_ct_95;Bucciarati;!!!!!!!!!!;X;;;;;
ct_185;air_ct_96;TimLM;All I Need is Air concert :D;X;;;;;
ct_186;air_ct_97;f c;BUT I NEVER FORGOT;;;;;;
ct_187;air_ct_98;David Bonilla;Waiting For MEXICO !!!!;X;;;;;
ct_188;air_ct_99;filtav;all album is gold;;;x;X;;
ct_189;air_ct_100;d3plus;All i need right now.... air....;X;;;;;
ct_190;air_ct_101;Headsknow;All I need. The chills the goosebumps;X;;;;;X
ct_191;air_ct_102;János;What a beautiful arrangements;X;;x;;;
ct_197;air_ct_103;blue_scape;Cool live version ;X;;x;;;
ct_198;air_ct_104;Yann g40;all I need ...is air;X;;;;;
ct_199;air_ct_105;Doughnut Doney;All I need with a 2024 remix;;;x;;;
ct_200;air_ct_106;filtav;:eyes-pink-heart-shape: ahuuuahhh;X;;;;;
ct_201;air_ct_107;Przemek Galera;best of the best;X;;;;;
ct_205;air_ct_108;Steven Baker;Thanks so much for this ARTE!:sparkling_heart:;X;;;;;
ct_206;air_ct_109;Axel Georis;love is in the Air;X;;;;;
ct_208;air_ct_110;Headsknow;Those synths the reverb. ;X;;x;;;
ct_212;air_ct_111;Doughnut Doney;very mellow track :);X;;x;;;
ct_213;air_ct_112;filtav;such great energy and hope this album expresses on each track - masterpiece album;X;;x;X;;
ct_216;air_ct_113;blue_scape;Great live version of All I Need ;X;;x;;;
ct_217;air_ct_114;Yann Hernandez;What a legendary album ! So happy to hear it again, and again, and again.... and now, too !;X;;x;X;;
ct_218;air_ct_115;f c;SO JAZZ WHITE PEOPLE WILL CALL THE COPS;;;x;;;
ct_223;air_ct_116;Ganimedes Light;the doors stuff;;;;;;
ct_225;air_ct_117;Bucciarati;great 90s;X;;;;;
ct_226;air_ct_118;f c;ROAD A HORSE THROUGH HEAVEN;;;x;;;
ct_228;air_ct_119;Romeo CHARLIE;:smiling_face_with_sunglasses::smiling_face_with_sunglasses::crying_face::smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses:;X;;;;;
ct_231;air_ct_120;f c;ROAD SURE SHE WAS NOT A COW;;;x;;;
ct_232;air_ct_121;Keti Chachibaia;:red_heart::red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_234;air_ct_122;tastentor;riders on the moon;;;;X;;
ct_235;air_ct_123;f c;CAUSE IM MEAT FREE;;;x;;;
ct_237;air_ct_124;f c;CHICKEN FISH AND PUSSY IS ALL I EAT ;;;x;;;
ct_240;air_ct_125;Doughnut Doney;Air not had studio album for what 12 years now;;;x;X;;
ct_243;air_ct_126;Romeo CHARLIE;Another era;;;;;;
ct_245;air_ct_127;Leesmap Man;excellent version of All I Need;X;;x;;;
ct_249;air_ct_128;hicham mkhadri;Nice:thumbs_up::thumbs_up:;X;;;;X;
ct_255;air_ct_129;f c;styx COM MR ROBOTO;;;;;;
ct_258;air_ct_130;Leesmap Man;the ;;;;;;
ct_261;air_ct_131;Jose Vega;Noce!;X;;;;;
ct_262;air_ct_132;Evaristo Corona;the stars;;;;;;
ct_263;air_ct_133;Romeo CHARLIE;20 years, oh bro;;;;;;
ct_265;air_ct_134;f c;EVER TRACK IS A REPEAT OF A 4 X 4 SCALE SINCE 1775;;X;x;;;
ct_277;air_ct_135;ScientistAbe - Elsass in Texas;Time machine, 24 years back, with this song.;;;x;X;;
ct_279;air_ct_136;shon ryder;:blue_circle::white_circle::red_circle:;;;;;;
ct_280;air_ct_137;Leesmap Man;I love this album;X;;x;X;;
ct_282;air_ct_138;Julieta Bonino;:red_heart:;X;;;;;
ct_283;air_ct_139;János;:shooting_star::shooting_star::shooting_star::glowing_star:;X;;;;;
ct_285;air_ct_140;Romeo CHARLIE;Goods albums;X;;x;X;;
ct_286;air_ct_141;f c; THE ORIGINAL BATMAN ;;;x;;;
ct_288;air_ct_142;K;i love this guays;X;;;;;
ct_291;air_ct_143;YESTERDAY;Very cool;X;;;;;
ct_293;air_ct_144;johan delebecq;One of the best album in the world :red_heart:;X;;x;X;;
ct_296;air_ct_145;f c;TOP NOTCH @shon ryder ;X;;;;;
ct_298;air_ct_146;Headsknow;This was such an important release ;X;;x;X;;
ct_300;air_ct_147;Ganimedes Light;Cool :face-red-heart-shape:;X;;;;;
ct_302;air_ct_148;Leesmap Man;@Headsknow yeah, I was going to give up on music with all that depressing grunge and then this album came out;X;;x;;;
ct_303;air_ct_149;Ali Hammami;:face-red-heart-shape:;X;;;;;
ct_304;air_ct_150;filtav;oush this one...;;;;;;
ct_305;air_ct_151;f c;I REMEMBER ENJOYING LIFE before everyone had a Camara;;X;x;;;
ct_306;air_ct_152;Juan Carlos;Very soon @HIPNOSIS FESTIVAL MEXICO;;;;;;
ct_307;air_ct_153;Frank Zappa;I was there this night, amazing;X;;;X;;
ct_309;air_ct_154;f c;piss off i phone camara man;;X;;;;
ct_310;air_ct_155;Leesmap Man;@Frank Zappa how? It's live! go back to the concert!!;;;;;;
ct_312;air_ct_156;Tomasz Stasiak;AIR London 2004 still remember:);X;;;X;;
ct_316;air_ct_157;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_317;air_ct_158;shon ryder;:bow_and_arrow::balloon:;;;;;;
ct_324;air_ct_159;EasyDieselPictures;Over a month from today and I will see this in Austin TX;X;;;X;;
ct_326;air_ct_160;popcorntommy;i'm in tears !! so amazing <3;X;;;;;X
ct_327;air_ct_161;Romeo CHARLIE;:shelterin::chillwcat::planet-orange-purple-ring::planet-orange-purple-ring::planet-orange-purple-ring:;;;;;;
ct_328;air_ct_162;þ_szøøëëń🦖 ;:hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:;X;;;;X;
ct_329;air_ct_163;f c;in five seconds ur gong to press record ;;;;;;
ct_331;air_ct_164;f c;R ur ready;;;;;;
ct_332;air_ct_165;shon ryder;:place_of_worship:;X;;;;;
ct_334;air_ct_166;Leesmap Man;@Erick Landaburu They are playing the whole album as far as I know. ;;;x;;;
ct_335;air_ct_167;Angelina Evtikhova;If Air ever comes to Chile, I'll be the first in the line to buy a ticket :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:;X;;;X;;
ct_336;air_ct_168;Patri Sempere Tari;Talisman:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_340;air_ct_169;Marie Pennamen;I know this album by heart. My dad used to listen to it so often, I have really precious memories of my childhood and family with this as a soundtrack :red_heart:;X;;x;X;;
ct_344;air_ct_170;blue_scape;They played the whole album @Erick Landaburu ;;;x;;;
ct_345;air_ct_171;Leesmap Man;@Cyrana My favourite sunday morning record;X;;x;;;
ct_346;air_ct_172;f c;chicas front rrow;;;;;;
ct_349;air_ct_173;filtav;:face-fuchsia-tongue-out:;;;;;X;
ct_350;air_ct_174;VanVR;:clapping_hands:;X;;;;X;
ct_351;air_ct_175;Romeo CHARLIE;My 80's childness;;;;;;
ct_353;air_ct_176;Marie Pennamen;@Leesmap Man such a brilliant track !;X;;x;;;
ct_354;air_ct_177;filtav;so beautiful;X;;;;;
ct_356;air_ct_178;sova sova;:rolling_on_the_floor_laughing:;X;;;;X;
ct_357;air_ct_179;popcorntommy;thanks so much for broadcasting this ;;;;;;
ct_359;air_ct_180;Chris Paynter;The best album for a warm summer's evening in the countryside or by the sea.;X;;x;X;;
ct_361;air_ct_181;MasterSam;omagad THANK YOU ARTE for this !;X;;;;;
ct_362;air_ct_182;Headsknow;@leesmap man this album changed the way I listened to music truly;;;x;;;
ct_363;air_ct_183;Stefan Irma;REMEMBER my youth :green_heart:;X;;;;;
ct_364;air_ct_184;János;Universe;;;;;;
ct_365;air_ct_185;Steven Baker;@Erick Landaburu It is the 8th song ... in a minute!;;;x;;;
ct_366;air_ct_186;filtav;this bass ooof;X;;x;;;
ct_368;air_ct_187;Irie Elliott;production is unreal;X;;x;;;
ct_369;air_ct_188;Leonel Pérez;Amazing! :black_heart::black_heart::black_heart:;X;;;;;
ct_370;air_ct_189;Leonel Pérez;I love you AIR :black_heart::black_heart::black_heart:;X;;;;;
ct_375;air_ct_190;Many If Not Most;Well this takes me back;;;x;X;;
ct_376;air_ct_191;f c;DONT FORGET ABOUT YOUR HEART TONIGHT;;;;;;
ct_379;air_ct_192;lucalone;the audio sounds amazing;X;;x;;;
ct_380;air_ct_193;Manuel Martínez Díaz;:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:;;;;;X;
ct_385;air_ct_194;f c;FORGET ABOUT UR HEART;;;x;;;
ct_388;air_ct_195;TouchPerInch;Just opened and this awesome concert appeard! Thank you algorithm and ARTE concert! :red_heart::red_heart:;X;;;;;
ct_389;air_ct_196;Groover RPM;not quite the same without beth orton;;;;;;
ct_390;air_ct_197;Stefan Irma;NEED THIS right now :green_heart:;X;;;;;
ct_391;air_ct_198;popcorntommy;air look more than a duo;;;;;;
ct_392;air_ct_199;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_393;air_ct_200;Romeo CHARLIE;My TV harmaKardon is satured, but it's so nice;X;;;;;
ct_395;air_ct_201;Kosmiclovers;:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:;X;;;;X;
ct_397;air_ct_202;Melissa Moncada;:smiling_face_with_hearts::face_holding_back_tears::moon_viewing_ceremony::monkey:;X;;;;;
ct_398;air_ct_203;Olympion;:red_heart:;X;;;;;
ct_400;air_ct_204;Daniel Olmos;:face-fuchsia-wide-eyes:;;;;;;
ct_401;air_ct_205;János;The visuals;;;;;;
ct_404;air_ct_206;Kosmiclovers;:purple_heart::purple_heart::purple_heart::blue_heart::purple_heart::purple_heart::purple_heart:;X;;;;;
ct_405;air_ct_207;Arte en textiles;hermoso;;;;;;
ct_407;air_ct_208;Manuel Martínez Díaz;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_408;air_ct_209;Steven Baker;Love the glockenspiel!;X;;x;;;
ct_409;air_ct_210;Nat GE;:red_heart:;X;;;;;
ct_410;air_ct_211;Manuel Martínez Díaz;:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:;X;;;;X;
ct_411;air_ct_212;Stefan Irma;fifty shades of white :white_heart:;X;;;;;
ct_412;air_ct_213;Daniel Rodriguez;:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: wow i loved;X;;;;;
ct_413;air_ct_214;Carolina Garcia;:smiling_face_with_hearts:;X;;;;;
ct_419;air_ct_215;Miguel Ferreira;:popcorn-yellow-striped-smile:;X;;;;;
ct_420;air_ct_216;Acherryblossom3;Merci ARTE :heart_hands:;;;;;;
ct_423;air_ct_217;senta1978;:smiling_face_with_sunglasses::fire::rocket:;X;;;;;
ct_424;air_ct_218;Romeo CHARLIE;"""Don't be live.."" (VirginSuicide)";;;;X;;
ct_427;air_ct_219;f c;but when i wake up. black friday let me PAY ;X;;x;;;
ct_431;air_ct_220;János;:blue_heart::white_heart::heart_suit:Everybody's talkin' at meI don't hear a word they're sayin'...lalala;X;;;;;
ct_434;air_ct_221;Steven Baker;:ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart:;X;;;;;
ct_435;air_ct_222;Leesmap Man;@Headsknow That's a great name!;;;;;;
ct_437;air_ct_223;filtav;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_438;air_ct_224;f c;VAMOS SUGA NO METH NO COCAINE, NOT STUPID SHIT IN UR BODY JUST #LOVE UFC306;X;;x;;;
ct_439;air_ct_225;Romeo CHARLIE;:winking_face:Morricon;;;;;;
ct_441;air_ct_226;Stefan Irma;:hundred_points:;X;;;;;
ct_443;air_ct_227;RetroSound;I was a AIR fan since the beginning and now my daughter love AIR too.;X;;;X;;
ct_444;air_ct_228;MrTRIFORCE666;:clinking_glasses::hands-yellow-heart-red:;X;;;;X;
ct_448;air_ct_229;filtav;@RetroSound they are timeless and this album even more;X;;x;;;
ct_449;air_ct_230;f c;best way to stay off drugs, Latins;;;;;;
ct_450;air_ct_231;Stefan Irma;:anatomical_heart::anatomical_heart::anatomical_heart:;X;;;;;
ct_454;air_ct_232;Tomasz Stasiak;Are you here that guy from Brazil who took a photo of us with AIR at London Royal Festival Hall backstage on 2004?;;;;X;;
ct_455;air_ct_233;popcorntommy;my fave album performed beautifully live ;X;;x;;;
ct_458;air_ct_234;blue_scape;Ce Matin La @Steffi Whelan ;;;;;;
ct_459;air_ct_235;Miguel Ferreira;:hands-yellow-heart-red:;X;;;;X;
ct_460;air_ct_236;Baires Rock;:sign_of_the_horns::sign_of_the_horns:;;;;;;
ct_461;air_ct_237;Headsknow;Baby Blue ?;;;;X;;
ct_463;air_ct_238;Steffi Whelan;Thanks!! ;;;;;;
ct_464;air_ct_239;filtav;such great performance the way they make even more unique each track from album;X;;x;;;
ct_465;air_ct_240;Doughnut Doney;two tracks to go and then what...more songs?;;;x;;;
ct_469;air_ct_241;Miguel Ferreira;:face-orange-tv-shape:;;;;;;
ct_470;air_ct_242;blue_scape;A best of i think @Doughnut Doney ;;;;;;
ct_471;air_ct_243;f c;grab her hand and say hi,,, dance with her, hug her, love her and no matter never nver forget HER;X;;x;;;
ct_472;air_ct_244;Keti Chachibaia;Visuals are absolutely stunning :star_struck: ;X;;;;;
ct_474;air_ct_245;Steven Baker;@Doughnut Doney There is a part two with various of their best numbers then 2 number encore;;;;;;
ct_475;air_ct_246;filtav;:face-blue-wide-eyes:;;;;;;
ct_476;air_ct_247;Nat GE;love love this tune;X;;x;;;
ct_477;air_ct_248;Stefan Irma;:blue_heart::blue_heart::blue_heart:;X;;;;;
ct_478;air_ct_249;Doughnut Doney;ahh Cherry B Girl might be played then;;;x;;;
ct_486;air_ct_250;Steven Baker;:shooting_star::shooting_star::shooting_star::shooting_star::shooting_star::shooting_star:;X;;;;;
ct_487;air_ct_251;Raphael de Siecle-Lindup;I was in the RAH that night..totally spellbound by it :);X;;;X;;
ct_489;air_ct_252;Nat GE;some Richard Wrigth here;;;;X;;
ct_490;air_ct_253;Tomasz Stasiak;:face-fuchsia-wide-eyes:;;;;;;
ct_492;air_ct_254;MrTRIFORCE666;:musical_keyboard: :musical_keyboard: :musical_keyboard: :sparkles:;X;;;;;
ct_494;air_ct_255;filtav;26 years and still so vanguard Masters;X;;;;;
ct_496;air_ct_256;Holger Schneider;reminders of the past;;;;X;;
ct_498;air_ct_257;Sergey Smirny;:thumbs_up::thumbs_up::thumbs_up:;X;;;;X;
ct_499;air_ct_258;popcorntommy;Moo Safari - the last great album ;;;x;;;
ct_500;air_ct_259;Stefan Irma;flash back;;;;X;;
ct_503;air_ct_260;Sterra e;:sparkling_heart::sparkling_heart::sparkling_heart:;X;;;;;
ct_504;air_ct_261;filtav;@ARTE Concert :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_508;air_ct_262;blue_scape;Is this recording from the 30/5 or 31/5 ?? @ARTE Concert;;;;;;
ct_511;air_ct_263;popcorntommy;can someone translate to english what ARTE said please ;;;;;;
ct_512;air_ct_264;Andy G;Amazing :smiling_face_with_heart_eyes:;X;;;;;
ct_517;air_ct_265;blue_scape;Thank you ;;;;;;
ct_520;air_ct_266;Ganimedes Light;:fireworks::fireworks::fireworks:;X;;;;;
ct_523;air_ct_267;filtav;@popcorntommy VOD will keep here for you to listen further;;;;;;
ct_524;air_ct_268;Keti Chachibaia;This is so cosmic. As if our planet is emitting this music into the galaxy. Incredible :red_heart:;X;;x;;;
ct_526;air_ct_269;Josué Garro;This is pure bliss;X;;;;;
ct_529;air_ct_270;filtav;this one OOOOF;X;;;;;
ct_530;air_ct_271;Miguel Ferreira;@ f c;;;;;;
ct_532;air_ct_272;Irie Elliott;this is the one 4me :dashing_away::dashing_away:;X;;;;;
ct_533;air_ct_273;Keti Chachibaia;This is my absolute fav :red_heart:;X;;x;;;
ct_536;air_ct_274;Simon G;:red_heart:;X;;;;;
ct_538;air_ct_275;Marcelo Borges;:smiling_face_with_smiling_eyes:;X;;;;;
ct_539;air_ct_276;Stefan Irma;thanks so much arte :folded_hands:;;;;;;
ct_540;air_ct_277;Angelina Evtikhova;:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_541;air_ct_278;Marcelo Borges;:thanksdoc:;X;;;;;
ct_543;air_ct_279;kuronocloud66;Daft punk stole everything from Air;;;;;;
ct_545;air_ct_280;Headsknow;Love this so much. ;X;;;;;
ct_546;air_ct_281;blue_scape;Radian is the next song (says the setlist) @Headsknow ;;;x;;;
ct_548;air_ct_282;Steven Baker;Pure Joy!:sparkling_heart::victory_hand:;X;;;;;
ct_549;air_ct_283;Jennifer Juniper;I was there the day before, on 30/5. A dream come true to see this live :sparkles::red_heart:;X;;;X;;
ct_551;air_ct_284;Irie Elliott;Austin TX awaits 🙌🏽;X;;;;X;
ct_552;air_ct_285;lucalone;:tulip::tulip::rose::rose::sunflower::cherry_blossom::white_flower::rosette:;X;;;;;
ct_553;air_ct_286;TouchPerInch;I'm traveling far far away right now...:shooting_star:;X;;;;;
ct_554;air_ct_287;RetroSound;one of the best concerts I ever visited;;;;X;;
ct_555;air_ct_288;f c;TOM OR MATTIE who reps 0161 MOST;;;x;;;
ct_556;air_ct_289;Doughnut Doney;So selection of songs after this album end song then?;;;x;;;
ct_562;air_ct_290;MrTRIFORCE666;👏🏻👏🏻;X;;;;X;
ct_572;air_ct_291;TouchPerInch;another please!!! T.T;X;;;;;
ct_577;air_ct_292;MrTRIFORCE666;:shooting_star::shooting_star:;X;;;;;
ct_579;air_ct_293;MrTRIFORCE666;:glowing_star:;X;;;;;
ct_582;air_ct_294;Steven Baker;@Doughnut Doney Yes 9 more songs;;;;;;
ct_583;air_ct_295;Leesmap Man;well there is radian;;;x;;;
ct_586;air_ct_296;Angelina Evtikhova;👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼;X;;;;X;
ct_591;air_ct_297;blue_scape;I'm happy for you @Headsknow ;X;;;;;
ct_594;air_ct_298;Headsknow;Thanks ;;;;;;
ct_595;air_ct_299;lucalone;:face_savoring_food:;;;;;;
ct_597;air_ct_300;Romeo CHARLIE;:musical_score::banjo::musical_keyboard:;;;;;;
ct_599;air_ct_301;popcorntommy;@Headsknow me too since the first track ;;;;;;
ct_600;air_ct_302;f c;MUAY THAI AND MUY LOCO;X;;x;;;
ct_601;air_ct_303;RetroSound;Mellotron flute :heart_with_ribbon:;X;;;;;
ct_603;air_ct_304;Doughnut Doney;"plz say ""Cherry Blossom Girl"" was one of the 9 other tracks?";;;x;X;;
ct_604;air_ct_305;Romeo CHARLIE;:full_moon::waning_gibbous_moon::last_quarter_moon::waning_crescent_moon::new_moon:;;;;;;
ct_605;air_ct_306;Steven Baker;Venus Cherry Blossom Girl Run Highschool Lover Surfing on a Rocket Don't Be Light ...;X;;x;;;
ct_606;air_ct_307;Fabio Franco;yes it is;;;;;;
ct_607;air_ct_308;Fabio Franco;it's coming...;;;;;;
ct_608;air_ct_309;Doughnut Doney;great selection of other songs;X;;x;;;
